"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"160","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","13","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"161","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","11","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"162","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","10","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"163","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,700","-","7","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"164","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,700","-","7","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"165","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","5","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"166","서울특별시 중랑구 상봉동","1","0001","0000","건영1","84.9600","202508","06","60,000","-","1","개인","개인","1997","봉화산로48길 62","-","중개거래","서울 중랑구","-"
"167","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","3","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"168","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","4","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"169","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","5","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"170","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","6","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"171","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","6","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"172","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,700","-","7","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"173","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,700","-","8","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"174","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,700","-","8","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"175","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,700","-","8","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"176","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,850","-","9","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"177","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,850","-","9","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"178","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,850","-","9","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"179","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,850","-","9","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"180","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","10","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"181","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","10","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"182","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","10","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"183","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","11","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"184","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","11","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"185","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","12","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"186","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","12","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"187","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","12","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"188","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","12","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"189","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","13","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"190","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","13","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"191","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","14","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"192","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","14","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"193","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","14","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"194","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,950","-","15","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"195","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,950","-","15","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"196","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,950","-","15","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"197","서울특별시 성북구 종암동","133","0133","0000","래미안세레니티","59.9700","202508","06","87,000","-","15","개인","개인","2009","종암로23길 35","-","중개거래","서울 성북구","-"
"198","서울특별시 성북구 정릉동","1029","1029","0000","정릉한일유앤아이","117.3700","202508","06","68,000","-","3","개인","개인","2006","보국문로37길 14-5","20250812","중개거래","서울 성북구","-"
"199","서울특별시 성북구 정릉동","1033","1033","0000","우정에쉐르","117.0200","202508","06","73,000","-","14","개인","개인","2009","북악산로 742-12","-","중개거래","서울 성북구","-"
"200","서울특별시 동대문구 장안동","415-10","0415","0010","글로벌팰리스","27.1400","202508","06","28,500","-","13","개인","개인","2019","천호대로 385","-","중개거래","서울 동대문구","-"
"201","서울특별시 동대문구 장안동","587","0587","0000","동대문더퍼스트데시앙","59.8074","202508","06","91,700","-","14","개인","개인","2019","장한로27가길 37","-","중개거래","서울 동대문구","-"
"202","서울특별시 중랑구 면목동","193-1","0193","0001","면목한신","44.5000","202508","06","39,300","-","15","개인","개인","1988","중랑천로 20","-","중개거래","서울 중랑구","-"
"203","서울특별시 성북구 장위동","317","0317","0000","꿈의숲대명루첸아파트","59.9880","202508","06","79,000","-","5","개인","개인","2008","월계로36길 27","-","중개거래","서울 노원구, 서울 성북구","-"
"204","서울특별시 도봉구 방학동","271-1","0271","0001","신동아아파트1","53.1600","202508","06","32,500","-","15","개인","개인","1988","시루봉로 107","-","중개거래","서울 도봉구","-"
"205","서울특별시 도봉구 방학동","720-1","0720","0001","대상타운현대아파트","133.9700","202508","06","88,000","208","10","개인","개인","2001","마들로 616","-","중개거래","서울 도봉구","25.08.06"
"206","서울특별시 영등포구 영등포동8가","51-1","0051","0001","영등포메이준2011","12.1100","202508","06","11,950","-","16","개인","개인","2012","영중로 120","-","직거래","-","25.08.06"
"207","서울특별시 구로구 항동","241","0241","0000","한양수자인에듀힐즈","84.8784","202508","06","86,000","-","12","개인","개인","2019","항동로 42","-","중개거래","서울 구로구","-"
"208","서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9000","202508","06","72,000","-","4","개인","개인","1987","구일로4길 22","-","중개거래","서울 구로구","-"
"209","서울특별시 구로구 구로동","685-222","0685","0222","주공1","84.1650","202508","06","78,000","-","1","개인","개인","1986","구일로4길 65","-","중개거래","서울 구로구","-"
